2459738.8017859748 0.9997185718 0.0000318737 SOSS
2459738.8022310832 1.0000956115 0.0000316883 SOSS
2459738.8026761911 1.0000812130 0.0000316821 SOSS
2459738.8031212995 1.0000003402 0.0000318861 SOSS
2459738.8035664079 1.0000678288 0.0000317125 SOSS
2459738.8040115163 0.9999984367 0.0000316375 SOSS
2459738.8044566247 0.9999117540 0.0000316812 SOSS
2459738.8049017331 1.0000051340 0.0000316761 SOSS
2459738.8053468415 0.9999859367 0.0000317828 SOSS
2459738.8057919499 1.0001357319 0.0000316531 SOSS
2459738.8062370582 1.0001074630 0.0000316677 SOSS
2459738.8066821666 1.0000455629 0.0000317084 SOSS
2459738.8071272750 1.0000595184 0.0000317652 SOSS
2459738.8075723834 0.9998988631 0.0000316922 SOSS
2459738.8080174918 0.9999741593 0.0000316834 SOSS
2459738.8084626002 0.9999734141 0.0000316869 SOSS
2459738.8089077086 0.9999302059 0.0000317290 SOSS
2459738.8093528170 1.0000969773 0.0000319813 SOSS
2459738.8097979254 0.9999990253 0.0000317151 SOSS
2459738.8102430338 0.9998155109 0.0000317002 SOSS
2459738.8106881422 1.0001128969 0.0000321832 SOSS
2459738.8111332506 1.0001257940 0.0000317895 SOSS
2459738.8115783585 1.0001981140 0.0000317013 SOSS
2459738.8120234669 1.0000826919 0.0000317020 SOSS
2459738.8124685753 1.0001257080 0.0000316944 SOSS
2459738.8129136837 1.0000346037 0.0000316847 SOSS
2459738.8133587921 0.9999981705 0.0000316780 SOSS
2459738.8138039005 1.0002238039 0.0000317103 SOSS
2459738.8142490089 1.0001545864 0.0000317108 SOSS
2459738.8146941173 1.0002551340 0.0000317523 SOSS
2459738.8151392257 1.0000513776 0.0000317133 SOSS
2459738.8155843341 1.0000441969 0.0000315823 SOSS
2459738.8160294425 0.9999025150 0.0000318625 SOSS
2459738.8164745509 1.0000286437 0.0000318614 SOSS
2459738.8169196593 1.0001040956 0.0000317077 SOSS
2459738.8173647677 0.9999546763 0.0000317046 SOSS
2459738.8178098761 0.9999255688 0.0000316764 SOSS
2459738.8182549844 1.0003454208 0.0000316840 SOSS
2459738.8187000928 1.0002846785 0.0000318002 SOSS
2459738.8191452008 1.0001258822 0.0000316596 SOSS
2459738.8195903092 0.9999806087 0.0000317852 SOSS
2459738.8200354176 0.9999511411 0.0000317059 SOSS
2459738.8204805260 0.9999434116 0.0000317213 SOSS
2459738.8209256344 1.0001580864 0.0000318602 SOSS
2459738.8213707427 1.0003336333 0.0000317060 SOSS
2459738.8218158511 1.0001662567 0.0000316665 SOSS
2459738.8222609595 1.0000828538 0.0000317750 SOSS
2459738.8227060679 0.9999989528 0.0000316839 SOSS
2459738.8231511763 1.0003041059 0.0000316955 SOSS
2459738.8235962847 1.0003701133 0.0000316532 SOSS
2459738.8240413931 1.0001134350 0.0000317179 SOSS
2459738.8244865015 1.0001268221 0.0000317073 SOSS
2459738.8249316099 1.0001224261 0.0000316817 SOSS
2459738.8253767183 1.0000577566 0.0000316950 SOSS
2459738.8258218262 1.0002364749 0.0000316831 SOSS
2459738.8262669346 1.0000413383 0.0000317172 SOSS
2459738.8267120430 1.0001396761 0.0000318527 SOSS
2459738.8271571514 1.0001125750 0.0000316933 SOSS
2459738.8276022598 0.9999872901 0.0000316798 SOSS
2459738.8280473682 1.0002236426 0.0000316841 SOSS
2459738.8284924766 1.0035464920 0.0000345372 SOSS
2459738.8289375850 1.0001491579 0.0000319925 SOSS
2459738.8293826934 1.0000812657 0.0000316839 SOSS
2459738.8298278018 1.0001399570 0.0000316838 SOSS
2459738.8302729102 1.0002733060 0.0000316621 SOSS
2459738.8307180186 1.0000509329 0.0000316807 SOSS
2459738.8311631270 0.9999424599 0.0000316827 SOSS
2459738.8316082354 1.0001564417 0.0000318405 SOSS
2459738.8320533438 1.0000184015 0.0000316498 SOSS
2459738.8324984517 1.0000339555 0.0000316629 SOSS
2459738.8329435601 1.0001351451 0.0000316963 SOSS
2459738.8333886685 1.0000211291 0.0000317502 SOSS
2459738.8338337769 1.0002365021 0.0000318837 SOSS
2459738.8342788853 0.9999948815 0.0000317060 SOSS
2459738.8347239937 1.0000112771 0.0000316770 SOSS
2459738.8351691021 0.9998794730 0.0000317313 SOSS
2459738.8356142105 0.9998642028 0.0000316823 SOSS
2459738.8360593189 0.9999592791 0.0000316655 SOSS
2459738.8365044273 0.9997469481 0.0000317364 SOSS
2459738.8369495356 0.9999119655 0.0000316905 SOSS
2459738.8373946440 0.9999320455 0.0000316994 SOSS
2459738.8378397524 1.0001362283 0.0000316745 SOSS
2459738.8382848608 0.9998573243 0.0000317832 SOSS
2459738.8387299688 0.9998790652 0.0000316988 SOSS
2459738.8391750772 1.0000080951 0.0000318989 SOSS
2459738.8396201856 0.9998511227 0.0000316919 SOSS
2459738.8400652939 0.9999095091 0.0000316762 SOSS
2459738.8405104023 0.9998348218 0.0000317455 SOSS
2459738.8409555107 0.9998984145 0.0000316728 SOSS
2459738.8414006191 0.9999211947 0.0000318528 SOSS
2459738.8418457275 0.9999008862 0.0000318331 SOSS
2459738.8422908359 0.9999400777 0.0000316799 SOSS
2459738.8427359443 0.9998911357 0.0000317314 SOSS
2459738.8431810527 0.9999830235 0.0000316966 SOSS
2459738.8436261611 0.9999003490 0.0000316563 SOSS
2459738.8440712695 0.9999224973 0.0000316771 SOSS
2459738.8445163774 1.0001619530 0.0000316408 SOSS
2459738.8449614858 1.0000034738 0.0000316818 SOSS
2459738.8454065942 0.9999432387 0.0000318401 SOSS
2459738.8458517026 1.0001093607 0.0000316685 SOSS
2459738.8462968110 0.9999869966 0.0000317797 SOSS
2459738.8467419194 1.0000126175 0.0000316910 SOSS
2459738.8471870278 0.9998507639 0.0000316856 SOSS
2459738.8476321362 0.9999760128 0.0000316713 SOSS
2459738.8480772446 1.0000908154 0.0000316940 SOSS
2459738.8485223530 0.9998364883 0.0000316652 SOSS
2459738.8489674614 1.0001201886 0.0000316592 SOSS
2459738.8494125698 1.0001640556 0.0000316839 SOSS
2459738.8498576777 0.9998444763 0.0000317148 SOSS
2459738.8503027861 0.9997875876 0.0000316993 SOSS
2459738.8507478945 0.9997318683 0.0000316880 SOSS
2459738.8511930029 0.9997730965 0.0000319723 SOSS
2459738.8516381113 0.9998877542 0.0000318048 SOSS
2459738.8520832197 1.0000917536 0.0000317799 SOSS
2459738.8525283281 0.9999745684 0.0000325983 SOSS
2459738.8529734365 0.9998885641 0.0000317031 SOSS
2459738.8534185449 0.9999521519 0.0000317230 SOSS
2459738.8538636533 1.0000097252 0.0000317674 SOSS
2459738.8543087617 0.9998378784 0.0000316879 SOSS
2459738.8547538696 0.9999431824 0.0000316955 SOSS
2459738.8551989780 0.9997837425 0.0000317023 SOSS
2459738.8556440864 1.0000059408 0.0000316732 SOSS
2459738.8560891948 0.9998496112 0.0000316568 SOSS
2459738.8565343032 0.9999545397 0.0000316560 SOSS
2459738.8569794116 0.9999102906 0.0000316902 SOSS
2459738.8574245200 0.9997048546 0.0000316847 SOSS
2459738.8578696284 0.9996728905 0.0000317056 SOSS
2459738.8583147367 0.9998145364 0.0000316821 SOSS
2459738.8587598451 0.9998450677 0.0000316833 SOSS
2459738.8592049535 0.9998711991 0.0000318545 SOSS
2459738.8596500615 0.9999001147 0.0000318496 SOSS
2459738.8600951699 0.9998710195 0.0000316652 SOSS
2459738.8605402783 0.9998782196 0.0000319117 SOSS
2459738.8609853867 0.9997966204 0.0000318970 SOSS
2459738.8614304950 0.9999828722 0.0000322363 SOSS
2459738.8618756034 0.9999263165 0.0000317933 SOSS
2459738.8623207118 0.9997585659 0.0000317007 SOSS
2459738.8627658202 0.9998528128 0.0000317957 SOSS
2459738.8632109286 0.9999109130 0.0000319528 SOSS
