2459791.4205070031 0.9987961185 0.0000999877 SOSS 0.0000000000 -1.7283299615
2459791.4212483950 1.0001553223 0.0000999983 SOSS 0.0000000000 -1.7208802617
2459791.4219897864 1.0000804447 0.0001000182 SOSS 0.0000000000 -1.7134305665
2459791.4227311783 0.9999528657 0.0000999693 SOSS 0.0000000000 -1.7059808667
2459791.4234725703 0.9998319708 0.0001000042 SOSS 0.0000000000 -1.6985311669
2459791.4242139617 0.9996451128 0.0001000183 SOSS 0.0000000000 -1.6910814717
2459791.4249553536 1.0000719026 0.0001000236 SOSS 0.0000000000 -1.6836317719
2459791.4256967450 0.9998999180 0.0000999928 SOSS 0.0000000000 -1.6761820768
2459791.4264381370 1.0002129229 0.0001000347 SOSS 0.0000000000 -1.6687323769
2459791.4271795289 1.0003344720 0.0000999843 SOSS 0.0000000000 -1.6612826771
2459791.4279209203 1.0000063801 0.0001000015 SOSS 0.0000000000 -1.6538329820
2459791.4286623122 1.0002892090 0.0000999817 SOSS 0.0000000000 -1.6463832821
2459791.4294037041 1.0004291742 0.0000999935 SOSS 0.0000000000 -1.6389335823
2459791.4301450956 0.9997091052 0.0001000426 SOSS 0.0000000000 -1.6314838872
2459791.4308864875 0.9998926184 0.0000999903 SOSS 0.0000000000 -1.6240341873
2459791.4316278789 0.9998378986 0.0001000021 SOSS 0.0000000000 -1.6165844922
2459791.4323692708 0.9996049899 0.0001000051 SOSS 0.0000000000 -1.6091347924
2459791.4331106627 1.0003691293 0.0000999859 SOSS 0.0000000000 -1.6016850925
2459791.4338520542 0.9998401038 0.0001000029 SOSS 0.0000000000 -1.5942353974
2459791.4345934461 0.9999934084 0.0000999895 SOSS 0.0000000000 -1.5867856976
2459791.4353348380 0.9996462811 0.0001000062 SOSS 0.0000000000 -1.5793359977
2459791.4360762294 1.0000768699 0.0000999922 SOSS 0.0000000000 -1.5718863026
2459791.4368176213 1.0000634323 0.0000999901 SOSS 0.0000000000 -1.5644366027
2459791.4375590133 1.0002877715 0.0000999945 SOSS 0.0000000000 -1.5569869029
2459791.4383004047 0.9999400481 0.0001000512 SOSS 0.0000000000 -1.5495372078
2459791.4390417966 0.9994416059 0.0001000133 SOSS 0.0000000000 -1.5420875079
2459791.4397831880 1.0003622530 0.0001000029 SOSS 0.0000000000 -1.5346378128
2459791.4405245800 0.9998434138 0.0000999981 SOSS 0.0000000000 -1.5271881130
2459791.4412659719 1.0001347551 0.0001000383 SOSS 0.0000000000 -1.5197384131
2459791.4420073633 0.9999281528 0.0001000066 SOSS 0.0000000000 -1.5122887180
2459791.4427487552 0.9997508482 0.0000999933 SOSS 0.0000000000 -1.5048390182
2459791.4434901471 0.9995323474 0.0000999874 SOSS 0.0000000000 -1.4973893183
2459791.4442315386 1.0004957787 0.0001000476 SOSS 0.0000000000 -1.4899396232
2459791.4449729305 1.0001364448 0.0001000019 SOSS 0.0000000000 -1.4824899234
2459791.4457143219 0.9996623921 0.0001000211 SOSS 0.0000000000 -1.4750402282
2459791.4464557138 0.9999078793 0.0001000083 SOSS 0.0000000000 -1.4675905284
2459791.4471971057 1.0006452080 0.0000999953 SOSS 0.0000000000 -1.4601408286
2459791.4479384972 0.9998949202 0.0001000037 SOSS 0.0000000000 -1.4526911334
2459791.4486798891 0.9999064082 0.0000999996 SOSS 0.0000000000 -1.4452414336
2459791.4494212810 0.9996440949 0.0001000125 SOSS 0.0000000000 -1.4377917338
2459791.4501626724 1.0000198724 0.0001000254 SOSS 0.0000000000 -1.4303420386
2459791.4509040643 1.0001086606 0.0001000181 SOSS 0.0000000000 -1.4228923388
2459791.4516454558 1.0002611709 0.0001004328 SOSS 0.0000000000 -1.4154426436
2459791.4523868477 0.9995804408 0.0001000113 SOSS 0.0000000000 -1.4079929438
2459791.4531282396 1.0004037866 0.0001000310 SOSS 0.0000000000 -1.4005432440
2459791.4538696310 1.0001569352 0.0001000643 SOSS 0.0000000000 -1.3930935488
2459791.4546110230 1.0004315775 0.0001000079 SOSS 0.0000000000 -1.3856438490
2459791.4553524149 1.0004973873 0.0001000124 SOSS 0.0000000000 -1.3781941492
